component_id,id,name,description,tags,type_hint,file,line
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741822,MODALITY_PRODUCED_EXTERNAL_REPORT,The probe produced a log report for transmission to the backend for external analysis,INTERNAL,,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741821,MODALITY_LOG_ITEMS_MISSED,"Some log items were overwritten without successfully getting reported to the collector, the number of missed entries is storedin the payload",INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741820,MODALITY_LOGICAL_CLOCK_OVERFLOWED,A logical clock's count reached the maximum trackable value,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741819,MODALITY_NUM_CLOCKS_OVERFLOWED,The probe did not have enough memory reserved to store enough logical clocks to track all of the unique neighbors that attempt to communicate with it,INTERNAL,,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741818,MODALITY_INSUFFICIENT_REPORT_BUFFER_SIZE,The report destination buffer is too small to fit a header and/or the frontier clocks,INTERNAL,,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741817,MODALITY_PROBE_INITIALIZED,The probe successfully initialized itself,INTERNAL,,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741816,MODALITY_INVALID_NEXT_EPOCH_SEQ_ID,"The probe is configured to track restarts, but the user's implementation returned an invalid zero value or a None option variant.",INTERNAL,,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741815,MODALITY_WALL_CLOCK_TIME_ONLY,Reserved for indicating wall clock time,INTERNAL,,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741694,MODALITY_MUTATION_INJECTION_TRIGGERED,Mutation injection triggered,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741693,MODALITY_MUTATION_INJECTION_SUCCESS,Mutation injection succeeded,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741692,MODALITY_MUTATION_INJECTION_ERROR,Mutation injection failed,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741691,MODALITY_SCOPE_BEGIN,Modulus stimulus scope began,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741690,MODALITY_SCOPE_END,Modulus stimulus scope ended,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741689,DYNAMIC_EXPECTATION,Modulus stimulus dynamic expectation,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741688,MODALITY_CONTROL_MSG_DROPPED,Modulus control message dropped,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741687,MODALITY_TRIGGER_DROPPED,Modulus trigger control block dropped,INTERNAL,u32,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1073741686,MODALITY_MUTATION_EPOCH_ADVANCED,Mutation epoch advanced,INTERNAL,u16,,
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,1,PRODUCER_STARTED,,,,modapp/src/main.c,62
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,2,CONSUMER_STARTED,,,,modapp/src/main.c,89
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,3,PRODUCER_SENT,,,u32,modapp/src/main.c,70
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,4,CONCUMER_RECEIVED,,,u32,modapp/src/main.c,82
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,5,STARTUP_BEGIN,,,,modapp/src/main.c,40
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,6,STARTUP_DONE,,,,modapp/src/main.c,47
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,7,CONSUMER_RECEIVED,,,u32,modapp/src/main.c,95
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,8,K_THREAD_CREATE,,zephyr;syscall;thread,u32,modapp/src/modality_tracing.c,38
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,9,K_THREAD_START,,zephyr;syscall;thread,u32,modapp/src/modality_tracing.c,47
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,10,K_THREAD_SLEEP,,zephyr;syscall;thread,u32,modapp/src/modality_tracing.c,58
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,11,K_FIFO_GET,,zephyr;syscall;fifo,u32,modapp/src/modality_tracing.c,67
2f7b0e9f-aa1d-4eda-87b5-6c88b8a7bf1f,12,K_FIFO_PUT,,zephyr;syscall;fifo,u32,modapp/src/modality_tracing.c,76
